id_district;district;location_type;location_detail;location_name;location_number;greenarea_ZV_roadtrees _AV;species;number_of_trees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Monasterios de Suso y Yuso;;AV;Koelreuteria paniculata;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Avenida;;Monforte de Lemos;;AV;Celtis australis;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Avenida;;Monforte de Lemos;;AV;Platanus x hybrida;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Avenida;;Monforte de Lemos;;AV;Pyrus calleryana 'Chanticlear';2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Avenida;;Montecarmelo;;AV;Ginkgo biloba;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Palas del Rey;;AV;Celtis australis;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Pedro Rico;;AV;Celtis australis;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Pedro Rico;;AV;Platanus x hybrida;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Pedro Rico;;AV;Sophora japonica;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Pe§a Santa;;AV;Acer freemanii 'Autumn Blaze';6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Pe§a Sirio;;AV;Melia azedarach;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Pe§a Vieja;;AV;Fraxinus angustifolia;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Puente de la Reina;;AV;Catalpa bignonioides;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Puente de la Reina;;AV;Liquidambar styraciflua;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Puente de la Reina;;AV;Sophora japonica;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Ribadavia;;AV;Pyrus calleryana 'Chanticlear';2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Ribadavia;;AV;Sophora japonica;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Ribadavia;;AV;Tilia cordata;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Riscos de Polanco;;AV;Platanus x hybrida;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;San Juan de Ortega;;AV;Liquidambar styraciflua;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Avenida;;Santo Domingo de la Calzada;;AV;Melia azedarach;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Avenida;;Santo Domingo de la Calzada;;AV;Sophora japonica;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Sierra de Atapuerca;;AV;Pyrus calleryana 'Chanticlear';2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Sinesio Delgado (Fuencarral-El Pardo);;AV;Acer pseudoplatanus;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Sinesio Delgado (Fuencarral-El Pardo);;AV;Catalpa bignonioides;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Sinesio Delgado (Fuencarral-El Pardo);;AV;Celtis australis;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Sinesio Delgado (Fuencarral-El Pardo);;AV;Prunus cerasifera pissardii;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Sinesio Delgado (Fuencarral-El Pardo);;AV;Sophora japonica;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Paseo;;Vaguada;;AV;Sophora japonica;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Paseo;;Vaguada;;AV;Zelkova serrata;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Valcarlos;;AV;Acer pseudoplatanus;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Valcarlos;;AV;Pyrus calleryana 'Chanticlear';3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Plaza;;Valle de la Jarosa;;AV;Catalpa bignonioides;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Valle de Pinares Llanos;;AV;Melia azedarach;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Pol°gono;;10 V.V. Vertedero;;ZV;Prunus cerasifera pissardii;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;de la;Alcazaba;;ZV;Fraxinus angustifolia;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;de la;Alcazaba;;ZV;Prunus cerasifera pissardii;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Glorieta;;AVC Las Tablas junto Santo Domingo de la Calzada 1;;ZV;Celtis australis;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Glorieta;;AVC Las Tablas junto Santo Domingo de la Calzada 1;;ZV;Fraxinus angustifolia;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Glorieta;;AVC Las Tablas junto Santo Domingo de la Calzada 1;;ZV;Koelreuteria paniculata;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Glorieta;;AVC Las Tablas junto Santo Domingo de la Calzada 1;;ZV;Liquidambar styraciflua;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Glorieta;;AVC Las Tablas junto Santo Domingo de la Calzada 1;;ZV;Pyrus calleryana 'Chanticlear';10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Glorieta;;AVC Las Tablas junto Santo Domingo de la Calzada 1;;ZV;Zelkova serrata;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Avenida;;Cardenal Herrera Oria (Poblado A);122-128;ZV;Acer campestre 'Elsrijk';1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;;;Centro Cultural La Vaguada;;ZV;Cupressus sempervirens 'Stricta';3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;;;Centro Cultural La Vaguada;;ZV;Morus alba 'Fruitless';1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Plaza;;Estaci¢n Metro Montecarmelo;;ZV;Cercis siliquastrum;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Plaza;;Estaci¢n Metro Montecarmelo;;ZV;Ginkgo biloba;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Plaza;;Estaci¢n Metro Montecarmelo;;ZV;Liquidambar styraciflua;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Plaza;;Estaci¢n Metro Montecarmelo;;ZV;Malus sp;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Avenida;de la;Ilustraci¢n;;ZV;Platanus x hybrida;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Avenida;de la;Ilustraci¢n;;ZV;Pyrus calleryana 'Chanticlear';4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Avenida;de la;Ilustraci¢n;;ZV;Tilia platyphyllos;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Plaza;;Interiores Barrio El Pilar A;;ZV;Acer freemanii 'Autumn Blaze';4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Plaza;;Interiores Barrio El Pilar A;;ZV;Albizia julibrissin;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Plaza;;Interiores Barrio El Pilar A;;ZV;Celtis australis;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Plaza;;Interiores Barrio El Pilar A;;ZV;Prunus cerasifera pissardii;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Colonia;;Lacoma;;ZV;Celtis australis;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;;;Lacoma (E.D. 8-4);;ZV;Fraxinus ornus;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;;;Lacoma (E.D. 8-4);;ZV;Koelreuteria paniculata;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Colonia;;Lacoma (zona ajardinada);;ZV;Acer monspessulanum;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;;Las Tablas V-10;;ZV;Parrotia persica;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;;Las Tablas V-11;;ZV;Malus sp;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;;Las Tablas V-12;;ZV;Cedrus deodara;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;;Las Tablas V-13;;ZV;Pyrus calleryana 'Chanticlear';3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;;Las Tablas V-14;;ZV;Liquidambar styraciflua;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;;Las Tablas V-15;;ZV;Cercis siliquastrum;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;;Las Tablas V-16;;ZV;Ginkgo biloba;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;;Las Tablas V-7;;ZV;Platanus x hybrida;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;;Las Tablas V-8;;ZV;Sophora japonica;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;;Las Tablas V-9;;ZV;Prunus cerasifera pissardii;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;;;Los Tres Olivos (Afueras a Valverde 54);;ZV;Celtis australis;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Plaza;;Monasterio de Silos;21;ZV;Albizia julibrissin;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Plaza;;Monasterio de Silos;21;ZV;Celtis australis;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Plaza;;Monasterio de Silos;21;ZV;Ginkgo biloba;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Plaza;;Monasterio de Silos;21;ZV;Liriodendron tulipifera;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Plaza;;Monasterio de Silos;21;ZV;Zelkova serrata;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Avenida;;Monforte de Lemos I;;ZV;Liriodendron tulipifera;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;;;Montecarmelo (†rea infantil en zona forestal) junto Monasterio del Paular 136;;ZV;Fraxinus angustifolia;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Bulevar;;Montecarmelo Calle 10;;ZV;Sophora japonica;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Bulevar;;Montecarmelo Calle 11;;ZV;Sophora japonica;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Bulevar;;Montecarmelo Calle 12;;ZV;Sophora japonica;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Bulevar;;Montecarmelo Calle 13;;ZV;Sophora japonica;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Bulevar;;Montecarmelo Calle 14;;ZV;Sophora japonica;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Bulevar;;Montecarmelo Calle 15;;ZV;Sophora japonica;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Bulevar;;Montecarmelo Calle 16;;ZV;Sophora japonica;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Bulevar;;Montecarmelo Calle 6;;ZV;Sophora japonica;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Bulevar;;Montecarmelo Calle 7;;ZV;Sophora japonica;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Bulevar;;Montecarmelo Calle 8;;ZV;Sophora japonica;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Bulevar;;Montecarmelo Calle 9;;ZV;Sophora japonica;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;;Norte Carmen Tagle;;ZV;Acer monspessulanum;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;;Norte Carmen Tagle;;ZV;Albizia julibrissin;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;;Norte Carmen Tagle;;ZV;Robinia hispida;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;;Norte Carmen Tagle;;ZV;Salix babylonica;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Bulevar;;Pe§a Horcajo;;ZV;Platanus x hybrida;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;;;Pe§agrande Zona 4-2;;ZV;Liquidambar styraciflua;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;;;Pe§agrande Zona 4-2;;ZV;Sophora japonica;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;;Ram¢n G¢mez de la Serna;;ZV;Fraxinus angustifolia;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;PAR;;Ram¢n G¢mez de la Serna;;ZV;Pyrus calleryana 'Chanticlear';1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Calle;;Ribadavia - Puentedeume A;;ZV;Cupressus sempervirens 'Stricta';1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;;Santa Ana (zona forestal);;ZV;Koelreuteria paniculata;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;;Santa Ana (zona forestal);;ZV;Prunus cerasifera pissardii;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;de la;Supermanzana 7;;ZV;Liquidambar styraciflua;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;de la;Supermanzana 8;;ZV;Prunus cerasifera pissardii;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Paseo;;Tierra de MÇlide (zona ajardinada);;ZV;Sophora japonica;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;de la;Vaguada;;ZV;Aesculus x carnea;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;de la;Vaguada;;ZV;Betula alba;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;de la;Vaguada;;ZV;Liquidambar styraciflua;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;de la;Vaguada;;ZV;Prunus cerasifera pissardii;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;de la;Vaguada;;ZV;Pyrus calleryana 'Chanticlear';1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;;Valle de Enmedio y alrededores;;ZV;Cedrus atlantica;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Parque;;Valle de Enmedio y alrededores;;ZV;Platanus x hybrida;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Plaza;;Valle de la Jarosa;;ZV;Fraxinus ornus;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Fuencarral-El Pardo;Pol°gono;;Z (Pip);;ZV;Prunus cerasifera pissardii;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Ajenjo;;AV;Hibiscus syriacus;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Almansa (Moncloa-Aravaca);;AV;Cupressus sempervirens 'Stricta';1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Almansa (Moncloa-Aravaca);;AV;Platanus x hybrida;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Almanzora;;AV;Sophora japonica;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Altamirano;5;AV;Fraxinus angustifolia;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Ana Teresa;;AV;Acer freemanii 'Autumn Blaze';1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Ana Teresa;;AV;Hibiscus syriacus;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Paseo;;Aniceto Marinas (arbolado);;AV;Koelreuteria paniculata;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Antonio Machado (Moncloa-Aravaca);;AV;Platanus x hybrida;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Antonio Sanfiz;;AV;Acer monspessulanum;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Aramunt;;AV;Celtis australis;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Aranzueque;;AV;Celtis australis;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Arjona;;AV;Celtis australis;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Arroyo de Pozuelo;;AV;Acer platanoides;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;;;Arroyo Pozuelo (arbolado de alineaci¢n);;AV;Acer monspessulanum;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;;;Arroyo Pozuelo (arbolado de alineaci¢n);;AV;Sophora japonica;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Artesa de Segre;;AV;Hibiscus syriacus;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Baja de la Iglesia;;AV;Acer freemanii 'Autumn Blaze';3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Bardegueral;;AV;Melia azedarach;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Bardegueral;;AV;Platanus x hybrida;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Bardegueral;;AV;Tilia cordata;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Camino;del;Barrial;;AV;Photinia fraserii;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Batalla de Garellano;;AV;Acer freemanii 'Autumn Blaze';2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Beatriz de Bobadilla;;AV;Acer freemanii 'Autumn Blaze';2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Benito GutiÇrrez;2;AV;Celtis australis;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Berenisa;;AV;Callistemon citrinus 'Captain Cook';1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Blanca de Castilla;;AV;Acer pseudoplatanus;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Buen Suceso;3;AV;Prunus avium;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Buho;;AV;Callistemon citrinus 'Captain Cook';1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Cabellera de Berenice;;AV;Acer monspessulanum;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Cabellera de Berenice;;AV;Acer platanoides;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Cadarso;15;AV;Acer diabolicum;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;C†ntaro;;AV;Hibiscus syriacus;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Carlos Gardel;;AV;Carpinus betulus;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Carril de los Caleros;;AV;Carpinus betulus;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Centauro;;AV;Tilia cordata;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Cercis;;AV;Cercis siliquastrum;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Dar°o Aparicio;;AV;Aesculus hippocastanum;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Doctor Balmis;;AV;Carpinus betulus;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Avenida;;Doctor Federico Rubio y Gal° (Moncloa-Aravaca);;AV;Fraxinus angustifolia;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;;;Doctor JosÇ Eugenio Olavide;;AV;Carpinus betulus;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Emerenciana Zurilla;;AV;Cercis siliquastrum;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Paseo;;Ermita;;AV;Acer freemanii 'Autumn Blaze';2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Paseo;;Ermita;;AV;Carpinus betulus 'Fastigiata';1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Escultor Peresejo;;AV;Acer freemanii 'Autumn Blaze';2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Evangelina Sobredo Galanes;;AV;Liriodendron tulipifera;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Moncloa - Aravaca;Calle;;Federico Agust°;;AV;Prunus cerasifera pissardii;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
